filename,ship_id,ship_type,ais_timestamp,sog,cog,true_heading
train_000001.wav,105,D_LargeShip,2020-08-03 23:59:37.477000+00:00,0.2000000029802322,43.29999923706055,157
train_000002.wav,277,A_SmallWorking,2020-11-01 23:59:52.775000+00:00,0.1000000014901161,258.8999938964844,0
train_000003.wav,3,A_SmallWorking,2020-08-14 23:59:58.296000+00:00,0.0,357.0,357
train_000004.wav,43,B_MotorBoat,2020-07-20 23:58:10.168000+00:00,0.2000000029802322,51.400001525878906,0
train_000007.wav,11,D_LargeShip,2020-07-24 23:58:30.026000+00:00,0.0,0.0,0
train_000008.wav,190,A_SmallWorking,2020-12-22 23:49:12.296000+00:00,0.0,0.0,0
train_000009.wav,256,B_MotorBoat,2021-01-24 23:58:45.668000+00:00,0.0,57.900001525878906,0
train_000010.wav,136,A_SmallWorking,2020-08-22 16:51:46.119000+00:00,0.0,155.60000610351562,0
train_000012.wav,97,D_LargeShip,2020-07-30 23:58:17.955000+00:00,0.0,249.6999969482422,69
train_000013.wav,30,A_SmallWorking,2020-09-22 23:59:58.932000+00:00,0.0,345.20001220703125,324
train_000014.wav,319,A_SmallWorking,2020-09-26 23:59:53.893000+00:00,0.1000000014901161,353.8999938964844,0
train_000015.wav,240,B_MotorBoat,2020-07-23 23:57:39.956000+00:00,0.0,360.0,0
train_000016.wav,243,A_SmallWorking,2020-07-23 23:59:56.942000+00:00,7.5,124.3000030517578,0
train_000020.wav,143,C_Passenger,2020-10-24 23:59:58.134000+00:00,0.0,227.5,0
train_000024.wav,254,A_SmallWorking,2020-08-11 23:55:54.010000+00:00,0.1000000014901161,347.8999938964844,356
train_000025.wav,201,C_Passenger,2020-09-06 23:57:57.665000+00:00,0.0,360.0,0
train_000026.wav,62,C_Passenger,2020-11-25 23:59:59.842000+00:00,0.0,249.3000030517578,32
train_000028.wav,34,A_SmallWorking,2020-09-05 23:59:51.547000+00:00,2.299999952316284,103.1999969482422,0
train_000029.wav,283,A_SmallWorking,2020-09-27 23:59:58.800000+00:00,5.800000190734863,291.29998779296875,294
train_000030.wav,3,A_SmallWorking,2020-08-20 23:59:57.930000+00:00,0.0,356.8999938964844,357
train_000031.wav,94,B_MotorBoat,2020-07-15 23:54:17.239000+00:00,0.0,0.0,0
train_000032.wav,62,C_Passenger,2020-08-21 23:59:52.063000+00:00,0.0,315.1000061035156,32
train_000033.wav,30,A_SmallWorking,2020-08-10 23:59:55.530000+00:00,0.0,329.20001220703125,323
train_000037.wav,97,D_LargeShip,2020-07-21 23:57:55.823000+00:00,0.1000000014901161,331.0,261
train_000039.wav,268,A_SmallWorking,2020-08-15 23:59:45.744000+00:00,0.0,96.3000030517578,349
train_000040.wav,120,B_MotorBoat,2020-08-16 23:59:36.679000+00:00,0.0,360.0,0
