filename,ship_id,ship_type,ais_timestamp,sog,cog,true_heading
task2_gallery_000001.wav,172,B_MotorBoat,2020-12-04 23:59:34.644000+00:00,0.0,305.6000061035156,0
task2_gallery_000002.wav,271,A_SmallWorking,2020-08-18 23:59:56.251000+00:00,0.0,266.1000061035156,0
task2_gallery_000003.wav,260,A_SmallWorking,2020-12-04 23:59:57.042000+00:00,9.100000381469728,306.8999938964844,309
task2_gallery_000004.wav,277,A_SmallWorking,2020-12-13 23:59:51.841000+00:00,9.300000190734863,277.29998779296875,280
task2_gallery_000005.wav,345,A_SmallWorking,2020-12-27 23:59:50.294000+00:00,0.0,29.89999961853028,0
task2_gallery_000006.wav,260,A_SmallWorking,2020-12-04 23:59:57.042000+00:00,9.100000381469728,306.8999938964844,309
task2_gallery_000007.wav,159,A_SmallWorking,2021-02-12 23:59:59.281000+00:00,9.100000381469728,131.89999389648438,131
task2_gallery_000008.wav,356,D_LargeShip,2020-07-27 23:59:10.830000+00:00,0.0,0.0,0
task2_gallery_000009.wav,30,A_SmallWorking,2020-12-25 23:59:55.041000+00:00,0.0,303.29998779296875,324
task2_gallery_000010.wav,361,C_Passenger,2021-01-19 23:59:03.577000+00:00,0.0,0.0,0
task2_gallery_000011.wav,307,A_SmallWorking,2020-11-25 20:39:37.468000+00:00,8.100000381469727,295.20001220703125,0
task2_gallery_000012.wav,240,B_MotorBoat,2020-08-15 17:17:21.615000+00:00,7.0,297.1000061035156,0
task2_gallery_000013.wav,206,A_SmallWorking,2020-10-30 23:54:33.121000+00:00,0.0,145.0,354
task2_gallery_000014.wav,221,A_SmallWorking,2020-11-28 23:59:54.483000+00:00,0.1000000014901161,271.29998779296875,0
task2_gallery_000015.wav,240,B_MotorBoat,2020-08-15 17:17:21.615000+00:00,7.0,297.1000061035156,0
task2_gallery_000016.wav,98,A_SmallWorking,2021-01-05 23:59:49.657000+00:00,0.0,179.0,355
task2_gallery_000017.wav,7,A_SmallWorking,2020-12-04 23:59:50.535000+00:00,0.0,9.100000381469728,4
task2_gallery_000018.wav,97,D_LargeShip,2020-08-02 23:58:19.075000+00:00,0.0,253.0,69
task2_gallery_000019.wav,254,A_SmallWorking,2021-01-08 23:59:07.762000+00:00,0.0,231.5,0
task2_gallery_000020.wav,191,B_MotorBoat,2020-10-29 23:58:51.071000+00:00,0.0,0.0,0
task2_gallery_000021.wav,319,A_SmallWorking,2020-12-07 23:59:54.614000+00:00,0.0,11.199999809265137,0
task2_gallery_000022.wav,53,C_Passenger,2021-01-22 23:59:51.734000+00:00,0.0,241.3000030517578,240
task2_gallery_000023.wav,243,A_SmallWorking,2020-11-03 23:59:49.760000+00:00,6.599999904632568,65.9000015258789,57
task2_gallery_000024.wav,280,B_MotorBoat,2020-12-04 23:59:35.735000+00:00,0.0,32.5,33
task2_gallery_000025.wav,155,A_SmallWorking,2021-01-19 23:59:54.802000+00:00,0.0,256.29998779296875,0
task2_gallery_000026.wav,61,A_SmallWorking,2021-02-12 23:59:33.703000+00:00,0.0,0.0,0
task2_gallery_000027.wav,30,A_SmallWorking,2020-12-29 23:59:55.681000+00:00,0.0,288.79998779296875,324
task2_gallery_000028.wav,163,A_SmallWorking,2020-12-21 23:58:11.175000+00:00,0.0,231.8999938964844,318
task2_gallery_000029.wav,260,A_SmallWorking,2020-09-25 23:59:57.867000+00:00,0.0,359.8999938964844,95
task2_gallery_000030.wav,159,A_SmallWorking,2020-08-23 23:59:51.637000+00:00,0.0,290.79998779296875,3
task2_gallery_000031.wav,305,A_SmallWorking,2021-01-07 23:59:30.643000+00:00,0.1000000014901161,53.0,2
task2_gallery_000032.wav,3,A_SmallWorking,2020-10-29 23:59:59.656000+00:00,0.0,341.29998779296875,0
task2_gallery_000033.wav,108,A_SmallWorking,2021-02-14 23:58:20.673000+00:00,0.0,360.0,0
task2_gallery_000034.wav,106,B_MotorBoat,2020-07-24 23:59:52.143000+00:00,0.0,2.799999952316284,308
task2_gallery_000035.wav,240,B_MotorBoat,2021-01-07 23:59:43.978000+00:00,0.0,0.0,0
task2_gallery_000036.wav,305,A_SmallWorking,2020-10-31 23:59:40.723000+00:00,0.1000000014901161,229.0,32
task2_gallery_000037.wav,30,A_SmallWorking,2020-12-30 20:28:06.321000+00:00,10.600000381469728,230.3999938964844,227
task2_gallery_000038.wav,32,A_SmallWorking,2020-12-25 23:57:58.749000+00:00,0.0,277.1000061035156,0
task2_gallery_000039.wav,155,A_SmallWorking,2021-01-19 23:59:54.802000+00:00,0.0,256.29998779296875,0
task2_gallery_000040.wav,30,A_SmallWorking,2020-12-16 23:59:55.656000+00:00,0.1000000014901161,302.8999938964844,321
task2_gallery_000041.wav,97,D_LargeShip,2020-07-31 23:57:16.858000+00:00,0.0,0.0,0
task2_gallery_000042.wav,143,C_Passenger,2021-01-31 23:59:57.976000+00:00,0.0,253.6999969482422,0
task2_gallery_000043.wav,3,A_SmallWorking,2020-10-30 23:59:58.615000+00:00,0.0,305.29998779296875,0
task2_gallery_000044.wav,216,A_SmallWorking,2020-12-02 23:59:56.615000+00:00,0.0,271.20001220703125,0
task2_gallery_000045.wav,108,A_SmallWorking,2021-01-17 23:54:36.359000+00:00,0.0,360.0,0
task2_gallery_000046.wav,132,A_SmallWorking,2021-01-08 23:58:35.976000+00:00,0.2000000029802322,70.0999984741211,0
task2_gallery_000047.wav,355,B_MotorBoat,2021-02-11 23:59:38.460000+00:00,0.0,168.10000610351562,0
task2_gallery_000048.wav,62,C_Passenger,2020-12-22 23:59:44.401000+00:00,0.0,227.5,33
task2_gallery_000049.wav,143,C_Passenger,2020-12-12 23:59:57.657000+00:00,0.0,217.6999969482422,0
task2_gallery_000050.wav,43,B_MotorBoat,2020-12-04 23:59:43.550000+00:00,0.0,0.0,0
task2_gallery_000051.wav,143,C_Passenger,2021-01-31 23:59:57.976000+00:00,0.0,253.6999969482422,0
task2_gallery_000052.wav,132,A_SmallWorking,2020-10-30 23:59:57.629000+00:00,0.1000000014901161,196.8000030517578,0
task2_gallery_000053.wav,240,B_MotorBoat,2020-09-25 23:59:44.800000+00:00,0.0,0.0,0
task2_gallery_000054.wav,20,C_Passenger,2020-12-31 23:59:48.616000+00:00,0.0,281.79998779296875,33
task2_gallery_000055.wav,277,A_SmallWorking,2020-12-16 23:59:59.149000+00:00,0.0,342.0,182
task2_gallery_000056.wav,163,A_SmallWorking,2020-12-21 23:58:11.175000+00:00,0.0,231.8999938964844,318
task2_gallery_000057.wav,30,A_SmallWorking,2021-01-25 23:59:51.095000+00:00,0.0,272.0,320
task2_gallery_000058.wav,13,A_SmallWorking,2021-02-20 23:59:48.538000+00:00,0.0,236.6000061035156,0
task2_gallery_000059.wav,122,B_MotorBoat,2021-02-11 23:57:39.286000+00:00,0.0,47.09999847412109,0
task2_gallery_000060.wav,30,A_SmallWorking,2021-01-10 23:59:49.254000+00:00,0.1000000014901161,70.0999984741211,322
task2_gallery_000061.wav,268,A_SmallWorking,2020-09-25 23:58:34.052000+00:00,0.0,261.0,352
task2_gallery_000062.wav,30,A_SmallWorking,2021-01-13 23:59:59.549000+00:00,0.0,239.6000061035156,323
task2_gallery_000063.wav,276,A_SmallWorking,2020-12-16 23:59:54.776000+00:00,0.1000000014901161,228.1000061035156,0
